# sin^2(theta_24)   Delta_m^2_41   chi^2
0.0794328 0.158489 23.2242
0.0794328 0.199526 22.4372
0.0794328 0.251189 23.9581
0.0794328 0.316228 24.7328
0.0794328 0.398107 27.1684
0.0794328 0.501187 30.8543
0.0794328 0.630957 36.6178
0.0794328 0.794328 52.663
0.0794328 1 83.8738
0.0794328 1.25893 154.067
0.0794328 1.58489 309.056
0.0794328 1.99526 585.93
0.0794328 2.51189 928.086
0.0794328 3.16228 1103.41
0.0794328 3.98107 1098.96
0.0794328 5.01187 1098.44
0.0794328 6.30957 1098.82
0.0794328 7.94328 1098.79
0.0794328 10 1098.63
0.0794328 12.5893 1098.41
0.0794328 15.8489 1101.74
0.0794328 19.9526 1098.28
0.0794328 25.1189 1098.6
0.0794328 31.6228 1098.55
0.0794328 39.8107 1098.64
0.0794328 50.1187 1098.23
0.0794328 63.0957 1099.03
0.0794328 79.4328 1099.11
0.1 0.0001 9.49533
0.1 0.000125893 9.08125
0.1 0.000158489 8.65953
0.1 0.000199526 7.26662
0.1 0.000251189 4.9746
0.1 0.000316228 2.86811
0.1 0.000398107 1.67812
0.1 0.000501187 6.53631
0.1 0.000630957 11.2824
0.1 0.000794328 16.9372
0.1 0.001 0.0229519
0.1 0.00125893 -0.532314
0.1 0.00158489 28.2228
0.1 0.00199526 17.8492
0.1 0.00251189 2.01015
0.1 0.00316228 19.2063
0.1 0.00398107 33.2378
0.1 0.00501187 1283.24
0.1 0.00630957 3795.62
0.1 0.00794328 14079.3
0.1 0.01 46210.5
0.1 0.0125893 139864
0.1 0.0158489 20.074
0.1 0.0199526 21.4629
0.1 0.0251189 19.6498
0.1 0.0316228 15.9816
0.1 0.0398107 16.6717
0.1 0.0501187 16.5342
0.1 0.0630957 15.7076
0.1 0.0794328 15.5781
0.1 0.1 15.8359
0.1 0.125893 15.666
0.1 0.158489 16.0004
0.1 0.199526 16.5424
0.1 0.251189 17.2201
0.1 0.316228 18.4739
0.1 0.398107 20.7683
0.1 0.501187 23.9656
0.1 0.630957 29.9634
0.1 0.794328 43.9102
0.1 1 73.8415
0.1 1.25893 142.833
0.1 1.58489 295.451
0.1 1.99526 569.39
0.1 2.51189 921.363
0.1 3.16228 1101.68
0.1 3.98107 1097.64
0.1 5.01187 1097.75
0.1 6.30957 1098.74
0.1 7.94328 1097.87
0.1 10 1097.8
0.1 12.5893 1097.51
0.1 15.8489 1100.32
0.1 19.9526 1097.77
0.1 25.1189 1097.71
0.1 31.6228 1097.96
0.1 39.8107 1097.43
0.1 50.1187 1097.76
0.1 63.0957 1097.66
0.1 79.4328 1097.85
0.125893 0.0001 15.8625
0.125893 0.000125893 15.5964
0.125893 0.000158489 14.7853
0.125893 0.000199526 12.7664
0.125893 0.000251189 9.25782
0.125893 0.000316228 5.70903
0.125893 0.000398107 3.92655
0.125893 0.000501187 11.2888
0.125893 0.000630957 18.5409
0.125893 0.000794328 2.66498
0.125893 0.001 1.57994
0.125893 0.00125893 0.839751
0.125893 0.00158489 44.625
0.125893 0.00199526 29.3489
0.125893 0.00251189 3.7598
0.125893 0.00316228 27.2203
0.125893 0.00398107 359.338
0.125893 0.00501187 1342.21
0.125893 0.00630957 5974.27
0.125893 0.00794328 21845.9
0.125893 0.01 70858.4
0.125893 0.0125893 212807
0.125893 0.0158489 14.2094
0.125893 0.0199526 16.4914
0.125893 0.0251189 15.3337
0.125893 0.0316228 16.2324
0.125893 0.0398107 11.8461
0.125893 0.0501187 12.3961
0.125893 0.0630957 12.2241
0.125893 0.0794328 12.2207
0.125893 0.1 12.0905
0.125893 0.125893 12.8768
0.125893 0.158489 12.3969
0.125893 0.199526 13.0471
0.125893 0.251189 13.5495
0.125893 0.316228 14.5286
0.125893 0.398107 16.2298
0.125893 0.501187 20.2055
0.125893 0.630957 25.6295
0.125893 0.794328 37.2763
0.125893 1 67.7189
0.125893 1.25893 135.421
0.125893 1.58489 287.565
0.125893 1.99526 560.037
0.125893 2.51189 912.718
0.125893 3.16228 1105.46
0.125893 3.98107 1096.67
0.125893 5.01187 1096.84
0.125893 6.30957 1096.85
0.125893 7.94328 1096.63
0.125893 10 1096.8
0.125893 12.5893 1096.85
0.125893 15.8489 1100.08
0.125893 19.9526 1096.56
0.125893 25.1189 1096.97
0.125893 31.6228 1096.84
0.125893 39.8107 1096.96
0.125893 50.1187 1096.85
0.125893 63.0957 1096.77
0.125893 79.4328 1097.1
0.158489 0.0001 27.2239
0.158489 0.000125893 27.0085
0.158489 0.000158489 24.8186
0.158489 0.000199526 21.9441
0.158489 0.000251189 17.4521
0.158489 0.000316228 11.1365
0.158489 0.000398107 8.65724
0.158489 0.000501187 8.5111
0.158489 0.000630957 31.1319
0.158489 0.000794328 6.67379
0.158489 0.001 5.86268
0.158489 0.00125893 72.758
0.158489 0.00158489 70.8907
0.158489 0.00199526 47.3829
0.158489 0.00251189 7.48582
0.158489 0.00316228 40.9622
0.158489 0.00398107 514.473
0.158489 0.00501187 2081.06
0.158489 0.00630957 9146.11
0.158489 0.00794328 32993.9
0.158489 0.01 106061
0.158489 0.0125893 316735
0.158489 0.0158489 13.2315
0.158489 0.0199526 14.4378
0.158489 0.0251189 12.0261
0.158489 0.0316228 14.7701
0.158489 0.0398107 15.5722
0.158489 0.0501187 15.9028
0.158489 0.0630957 15.5487
0.158489 0.0794328 11.0233
0.158489 0.1 10.5173
0.158489 0.125893 10.7894
0.158489 0.158489 10.2087
0.158489 0.199526 10.638
0.158489 0.251189 11.1563
0.158489 0.316228 12.217
0.158489 0.398107 14.3412
0.158489 0.501187 16.5643
0.158489 0.630957 22.5943
0.158489 0.794328 36.8886
0.158489 1 63.7293
0.158489 1.25893 130.709
0.158489 1.58489 280.519
0.158489 1.99526 552.481
0.158489 2.51189 907.221
0.158489 3.16228 1103.77
0.158489 3.98107 1097.81
0.158489 5.01187 1098.03
0.158489 6.30957 1098.04
0.158489 7.94328 1097.77
0.158489 10 1097.91
0.158489 12.5893 1098.02
0.158489 15.8489 1100.33
0.158489 19.9526 1097.79
0.158489 25.1189 1097.97
0.158489 31.6228 1097.73
0.158489 39.8107 1097.87
0.158489 50.1187 1098.08
0.158489 63.0957 1098.17
0.158489 79.4328 1098.29
0.199526 0.0001 45.1937
0.199526 0.000125893 44.882
0.199526 0.000158489 42.4858
0.199526 0.000199526 37.7204
0.199526 0.000251189 31.1014
0.199526 0.000316228 23.3788
0.199526 0.000398107 19.3234
0.199526 0.000501187 19.0595
0.199526 0.000630957 17.9923
0.199526 0.000794328 16.0722
0.199526 0.001 13.4173
0.199526 0.00125893 115.55
0.199526 0.00158489 112.382
0.199526 0.00199526 76.0321
0.199526 0.00251189 32.0477
0.199526 0.00316228 44.9933
0.199526 0.00398107 482.142
0.199526 0.00501187 3108.85
0.199526 0.00630957 13501.5
0.199526 0.00794328 48244.5
0.199526 0.01 154166
0.199526 0.0125893 13.8731
0.199526 0.0158489 12.7443
0.199526 0.0199526 12.1425
0.199526 0.0251189 11.3477
0.199526 0.0316228 12.464
0.199526 0.0398107 14.6875
0.199526 0.0501187 10.3309
0.199526 0.0630957 10.6549
0.199526 0.0794328 9.74572
0.199526 0.1 11.4751
0.199526 0.125893 11.9753
0.199526 0.158489 8.79858
0.199526 0.199526 10.1394
0.199526 0.251189 10.708
0.199526 0.316228 11.4696
0.199526 0.398107 13.0697
0.199526 0.501187 15.2674
0.199526 0.630957 20.7345
0.199526 0.794328 34.8505
0.199526 1 62.2546
0.199526 1.25893 127.148
0.199526 1.58489 272.06
0.199526 1.99526 545.619
0.199526 2.51189 904.154
0.199526 3.16228 1104.18
0.199526 3.98107 1103.91
0.199526 5.01187 1103.76
0.199526 6.30957 1103.87
0.199526 7.94328 1103.9
0.199526 10 1103.88
0.199526 12.5893 1103.92
0.199526 15.8489 1107.28
0.199526 19.9526 1104.8
0.199526 25.1189 1103.97
0.199526 31.6228 1103.75
0.199526 39.8107 1104
0.199526 50.1187 1103.65
0.199526 63.0957 1104
0.199526 79.4328 1103.79
0.251189 0.0001 75.8452
0.251189 0.000125893 75.5118
0.251189 0.000158489 72.9919
0.251189 0.000199526 67.893
0.251189 0.000251189 57.9474
0.251189 0.000316228 47.4308
0.251189 0.000398107 43.2087
0.251189 0.000501187 43.0968
0.251189 0.000630957 41.3192
0.251189 0.000794328 38.8774
0.251189 0.001 34.844
0.251189 0.00125893 183.125
0.251189 0.00158489 178.281
0.251189 0.00199526 123.688
0.251189 0.00251189 28.7061
0.251189 0.00316228 50.9429
0.251189 0.00398107 673.722
0.251189 0.00501187 4408.31
0.251189 0.00630957 19043.5
0.251189 0.00794328 67732.9
0.251189 0.01 215768
0.251189 0.0125893 641323
0.251189 0.0158489 14.2097
0.251189 0.0199526 15.5664
0.251189 0.0251189 13.775
0.251189 0.0316228 14.7871
0.251189 0.0398107 12.7627
0.251189 0.0501187 15.2668
0.251189 0.0630957 13.6046
0.251189 0.0794328 15.6321
0.251189 0.1 14.2199
0.251189 0.125893 14.5818
0.251189 0.158489 14.2094
0.251189 0.199526 13.4585
0.251189 0.251189 14.2728
0.251189 0.316228 11.4479
0.251189 0.398107 13.3114
0.251189 0.501187 14.2204
0.251189 0.630957 20.4476
0.251189 0.794328 32.4033
0.251189 1 60.9057
0.251189 1.25893 122.323
0.251189 1.58489 270.436
0.251189 1.99526 545.182
0.251189 2.51189 911.025
0.251189 3.16228 1122.41
0.251189 3.98107 1123.72
0.251189 5.01187 1122.97
0.251189 6.30957 1123.09
0.251189 7.94328 1123.25
0.251189 10 1123.38
0.251189 12.5893 1123.18
0.251189 15.8489 1125.62
0.251189 19.9526 1123.28
0.251189 25.1189 1122.8
0.251189 31.6228 1122.96
0.251189 39.8107 1123.19
0.251189 50.1187 1123.03
0.251189 63.0957 1123.02
0.251189 79.4328 1122.97
0.316228 0.0001 129.889
0.316228 0.000125893 132.334
0.316228 0.000158489 130.762
0.316228 0.000199526 124.857
0.316228 0.000251189 113.616
0.316228 0.000316228 98.8348
0.316228 0.000398107 92.6982
0.316228 0.000501187 94.9241
0.316228 0.000630957 93.9565
0.316228 0.000794328 90.4139
0.316228 0.001 84.1769
0.316228 0.00125893 290.039
0.316228 0.00158489 281.221
0.316228 0.00199526 12.6118
0.316228 0.00251189 57.1981
0.316228 0.00316228 47.2665
0.316228 0.00398107 862.689
0.316228 0.00501187 5824.58
0.316228 0.00630957 25285.4
0.316228 0.00794328 89970.9
0.316228 0.01 286533
0.316228 0.0125893 851804
0.316228 0.0158489 46.5915
0.316228 0.0199526 11.4015
0.316228 0.0251189 45.7512
0.316228 0.0316228 12.095
0.316228 0.0398107 11.5424
0.316228 0.0501187 45.0379
0.316228 0.0630957 45.3098
0.316228 0.0794328 13.0603
0.316228 0.1 14.6175
0.316228 0.125893 13.8779
0.316228 0.158489 14.0946
0.316228 0.199526 13.6537
0.316228 0.251189 12.5872
0.316228 0.316228 14.0084
0.316228 0.398107 15.3305
0.316228 0.501187 15.1237
0.316228 0.630957 19.5374
0.316228 0.794328 33.6725
0.316228 1 59.5497
0.316228 1.25893 124.078
0.316228 1.58489 267.853
0.316228 1.99526 570.286
0.316228 2.51189 942.829
0.316228 3.16228 1167.18
0.316228 3.98107 1174.08
0.316228 5.01187 1174.24
0.316228 6.30957 1174.48
0.316228 7.94328 1174.46
0.316228 10 1174.5
0.316228 12.5893 1174.39
0.316228 15.8489 1175.56
0.316228 19.9526 1174.59
0.316228 25.1189 1174.18
0.316228 31.6228 1174.27
0.316228 39.8107 1174.25
0.316228 50.1187 1174.2
0.316228 63.0957 1174.74
0.316228 79.4328 1173.98
0.398107 0.0001 230.881
0.398107 0.000125893 238.549
0.398107 0.000158489 242.097
0.398107 0.000199526 239.315
0.398107 0.000251189 226.843
0.398107 0.000316228 208.783
0.398107 0.000398107 197.732
0.398107 0.000501187 207.497
0.398107 0.000630957 208.671
0.398107 0.000794328 204.735
0.398107 0.001 197.261
0.398107 0.00125893 351.713
0.398107 0.00158489 47.2766
0.398107 0.00199526 237.568
0.398107 0.00251189 117.593
0.398107 0.00316228 28.686
0.398107 0.00398107 1227.47
0.398107 0.00501187 6941.81
0.398107 0.00630957 30725.9
0.398107 0.00794328 110118
0.398107 0.01 351818
0.398107 0.0125893 1.04776e+06
0.398107 0.0158489 139.829
0.398107 0.0199526 138.068
0.398107 0.0251189 10.7976
0.398107 0.0316228 137.326
0.398107 0.0398107 136.129
0.398107 0.0501187 135.052
0.398107 0.0630957 11.3213
0.398107 0.0794328 12.9043
0.398107 0.1 13.7696
0.398107 0.125893 12.8354
0.398107 0.158489 10.4186
0.398107 0.199526 10.7132
0.398107 0.251189 10.0922
0.398107 0.316228 11.942
0.398107 0.398107 12.8282
0.398107 0.501187 134.834
0.398107 0.630957 17.6199
0.398107 0.794328 30.1735
0.398107 1 54.7982
0.398107 1.25893 119.753
0.398107 1.58489 261.838
0.398107 1.99526 658.983
0.398107 2.51189 1039.65
0.398107 3.16228 1286.51
0.398107 3.98107 1297.01
0.398107 5.01187 1298.03
0.398107 6.30957 1298
0.398107 7.94328 1297.61
0.398107 10 1297.72
0.398107 12.5893 1297.43
0.398107 15.8489 1300.99
0.398107 19.9526 1297.36
0.398107 25.1189 1297.57
0.398107 31.6228 1297.41
0.398107 39.8107 1297.23
0.398107 50.1187 1297.28
0.398107 63.0957 1297.13
0.398107 79.4328 1297.33
0.501187 0.0001 426.321
0.501187 0.000125893 448.011
0.501187 0.000158489 465.692
0.501187 0.000199526 473.22
0.501187 0.000251189 464.838
0.501187 0.000316228 440.388
0.501187 0.000398107 418.605
0.501187 0.000501187 438.828
0.501187 0.000630957 451.653
0.501187 0.000794328 449.582
0.501187 0.001 547.35
0.501187 0.00125893 155.079
0.501187 0.00158489 36.0487
0.501187 0.00199526 549.564
0.501187 0.00251189 247.156
0.501187 0.00316228 6.49885
0.501187 0.00398107 1038.6
0.501187 0.00501187 6960.3
0.501187 0.00630957 32279.8
0.501187 0.00794328 117860
0.501187 0.01 379889
0.501187 0.0125893 1.13661e+06
0.501187 0.0158489 3.24073e+06
0.501187 0.0199526 8.94112e+06
0.501187 0.0251189 9.92752
0.501187 0.0316228 9.62469
0.501187 0.0398107 10.2977
0.501187 0.0501187 8.06528
0.501187 0.0630957 10.2159
0.501187 0.0794328 10.6716
0.501187 0.1 8.89378
0.501187 0.125893 10.3688
0.501187 0.158489 7.92703
0.501187 0.199526 10.3292
0.501187 0.251189 7.49592
0.501187 0.316228 9.97152
0.501187 0.398107 10.8966
0.501187 0.501187 4.433e+12
0.501187 0.630957 1.06692e+13
0.501187 0.794328 26.1204
0.501187 1 50.0618
0.501187 1.25893 112.508
0.501187 1.58489 256.503
0.501187 1.99526 534.466
0.501187 2.51189 1282.34
0.501187 3.16228 1551.2
0.501187 3.98107 1571.4
0.501187 5.01187 1571.77
0.501187 6.30957 1571.96
0.501187 7.94328 1572.17
0.501187 10 1571.83
0.501187 12.5893 1571.88
0.501187 15.8489 1573.9
0.501187 19.9526 1571.59
0.501187 25.1189 1571.7
0.501187 31.6228 1571.46
0.501187 39.8107 1571.87
0.501187 50.1187 1571.54
0.501187 63.0957 1571.76
0.501187 79.4328 1571.44
0.630957 0.0001 804.788
0.630957 0.000125893 857.401
0.630957 0.000158489 913.447
0.630957 0.000199526 1148.05
0.630957 0.000251189 1148
0.630957 0.000316228 1148.56
0.630957 0.000398107 1148.13
0.630957 0.000501187 1135.64
0.630957 0.000630957 909.803
0.630957 0.000794328 751.562
0.630957 0.001 359.711
0.630957 0.00125893 129.248
0.630957 0.00158489 70.7814
0.630957 0.00199526 802.198
0.630957 0.00251189 545.087
0.630957 0.00316228 66.2753
0.630957 0.00398107 352.585
0.630957 0.00501187 4882.33
0.630957 0.00630957 25493.4
0.630957 0.00794328 97516.1
0.630957 0.01 321315
0.630957 0.0125893 972460
0.630957 0.0158489 2.79026e+06
0.630957 0.0199526 7.72637e+06
0.630957 0.0251189 2.08725e+07
0.630957 0.0316228 5.53957e+07
0.630957 0.0398107 1.45118e+08
0.630957 0.0501187 3.76464e+08
0.630957 0.0630957 9.6934e+08
0.630957 0.0794328 2.4813e+09
0.630957 0.1 6.32138e+09
0.630957 0.125893 1.60388e+10
0.630957 0.158489 4.05399e+10
0.630957 0.199526 1.02068e+11
0.630957 0.251189 2.55811e+11
0.630957 0.316228 6.37393e+11
0.630957 0.398107 1.57555e+12
0.630957 0.501187 3.85164e+12
0.630957 0.630957 9.27617e+12
0.630957 0.794328 2.19329e+13
0.630957 1 5.08981e+13
0.630957 1.25893 125.284
0.630957 1.58489 267.237
0.630957 1.99526 547.016
0.630957 2.51189 918.087
0.630957 3.16228 1143.97
0.630957 3.98107 1147.9
0.630957 5.01187 2138.39
0.630957 6.30957 2138.55
0.630957 7.94328 2138.34
0.630957 10 2138.35
0.630957 12.5893 1148.15
0.630957 15.8489 1151.86
0.630957 19.9526 1148.08
0.630957 25.1189 1148.02
0.630957 31.6228 1148.18
0.630957 39.8107 1148.43
0.630957 50.1187 1147.68
0.630957 63.0957 1147.65
0.630957 79.4328 1148.37
0.794328 0.0001 1390.78
0.794328 0.000125893 1390.65
0.794328 0.000158489 1390.29
0.794328 0.000199526 1390.49
0.794328 0.000251189 1390.85
0.794328 0.000316228 1390.4
0.794328 0.000398107 1390.5
0.794328 0.000501187 1327.19
0.794328 0.000630957 1109.87
0.794328 0.000794328 751.072
0.794328 0.001 449.355
0.794328 0.00125893 330.49
0.794328 0.00158489 1422.23
0.794328 0.00199526 1438.12
0.794328 0.00251189 1183.38
0.794328 0.00316228 619.52
0.794328 0.00398107 23.9855
0.794328 0.00501187 983.782
0.794328 0.00630957 8880.39
0.794328 0.00794328 40510.9
0.794328 0.01 144309
0.794328 0.0125893 454407
0.794328 0.0158489 1.33235e+06
0.794328 0.0199526 3.73512e+06
0.794328 0.0251189 1.01633e+07
0.794328 0.0316228 2.70897e+07
0.794328 0.0398107 7.11503e+07
0.794328 0.0501187 1.84871e+08
0.794328 0.0630957 4.76487e+08
0.794328 0.0794328 1.22049e+09
0.794328 0.1 3.11072e+09
0.794328 0.125893 7.89546e+09
0.794328 0.158489 1.99637e+10
0.794328 0.199526 5.02843e+10
0.794328 0.251189 1.26099e+11
0.794328 0.316228 3.14471e+11
0.794328 0.398107 7.78374e+11
0.794328 0.501187 1.90673e+12
0.794328 0.630957 4.60573e+12
0.794328 0.794328 1.09312e+13
0.794328 1 2.5459e+13
0.794328 1.25893 5.83694e+13
0.794328 1.58489 1.32312e+14
0.794328 1.99526 2.93891e+14
0.794328 2.51189 6.17483e+14
0.794328 3.16228 1.17165e+15
0.794328 3.98107 1.94872e+15
0.794328 5.01187 2.77629e+15
0.794328 6.30957 1390.77
0.794328 7.94328 1390.49
0.794328 10 2.41644e+15
0.794328 12.5893 1.29607e+15
0.794328 15.8489 7.89249e+14
0.794328 19.9526 7.21005e+14
0.794328 25.1189 6.11878e+14
0.794328 31.6228 5.15156e+14
0.794328 39.8107 3.75403e+14
0.794328 50.1187 2.18343e+14
0.794328 63.0957 1.18297e+14
0.794328 79.4328 7.72117e+13
