# sin^2(theta_24)   Delta_m^2_41   chi^2
0.0501187 0.00158489 0.14533
0.0501187 0.00199526 0.073748
0.0501187 0.00251189 0.0162895
0.0501187 0.00316228 0.0445048
0.0501187 0.00398107 0.23941
0.0501187 0.00501187 0.422478
0.0501187 0.00630957 0.233628
0.0501187 0.00794328 0.189379
0.0501187 0.01 0.221682
0.0501187 0.0125893 0.189902
0.0501187 0.0158489 0.139993
0.0501187 0.0199526 0.1146
0.0501187 0.0251189 0.0934293
0.0501187 0.0316228 0.111752
0.0501187 0.0398107 0.0977168
0.0501187 0.0501187 0.0948723
0.0501187 0.0630957 0.110578
0.0501187 0.0794328 0.134817
0.0501187 0.1 0.073506
0.0501187 0.125893 0.081105
0.0501187 0.158489 0.194302
0.0501187 0.199526 0.0767809
0.0501187 0.251189 0.0752541
0.0501187 0.316228 0.119432
0.0501187 0.398107 0.0975311
0.0501187 0.501187 0.11937
0.0501187 0.630957 0.14008
0.0501187 0.794328 0.100665
0.0501187 1 0.106901
0.0501187 1.25893 0.148408
0.0501187 1.58489 0.103958
0.0501187 1.99526 0.0981551
0.0501187 2.51189 0.128169
0.0501187 3.16228 0.105674
0.0501187 3.98107 0.0935048
0.0501187 5.01187 0.0768367
0.0501187 6.30957 0.122656
0.0501187 7.94328 0.124124
0.0501187 10 0.128741
0.0501187 12.5893 0.135176
0.0501187 15.8489 0.0890349
0.0501187 19.9526 0.115635
0.0501187 25.1189 0.111595
0.0501187 31.6228 0.110741
0.0501187 39.8107 0.12373
0.0501187 50.1187 0.161646
0.0501187 63.0957 0.131244
0.0501187 79.4328 0.12385
0.0630957 0.0001 0.0185825
0.0630957 0.000125893 0.0198882
0.0630957 0.000158489 0.0221402
0.0630957 0.000199526 0.0260013
0.0630957 0.000251189 0.0326831
0.0630957 0.000316228 0.0444538
0.0630957 0.000398107 0.0654729
0.0630957 0.000501187 0.103002
0.0630957 0.000630957 0.167855
0.0630957 0.000794328 0.267616
0.0630957 0.001 0.171324
0.0630957 0.00125893 0.160983
0.0630957 0.00158489 0.338474
0.0630957 0.00199526 0.11622
0.0630957 0.00251189 0.0278493
0.0630957 0.00316228 0.0691319
0.0630957 0.00398107 0.37084
0.0630957 0.00501187 0.534697
0.0630957 0.00630957 0.363125
0.0630957 0.00794328 0.297991
0.0630957 0.01 0.342819
0.0630957 0.0125893 0.200945
0.0630957 0.0158489 0.141312
0.0630957 0.0199526 0.116665
0.0630957 0.0251189 0.0935987
0.0630957 0.0316228 0.118681
0.0630957 0.0398107 0.102375
0.0630957 0.0501187 0.096318
0.0630957 0.0630957 0.117761
0.0630957 0.0794328 0.14925
0.0630957 0.1 0.0720148
0.0630957 0.125893 0.0834016
0.0630957 0.158489 0.212554
0.0630957 0.199526 0.0734344
0.0630957 0.251189 0.0724874
0.0630957 0.316228 0.124361
0.0630957 0.398107 0.0963016
0.0630957 0.501187 0.274993
0.0630957 0.630957 0.143412
0.0630957 0.794328 0.106504
0.0630957 1 0.109557
0.0630957 1.25893 0.184587
0.0630957 1.58489 0.10687
0.0630957 1.99526 0.0977532
0.0630957 2.51189 0.194375
0.0630957 3.16228 0.1128
0.0630957 3.98107 0.0940708
0.0630957 5.01187 0.0766076
0.0630957 6.30957 0.130517
0.0630957 7.94328 0.19324
0.0630957 10 0.135854
0.0630957 12.5893 0.143937
0.0630957 15.8489 0.0960231
0.0630957 19.9526 0.124593
0.0630957 25.1189 0.113785
0.0630957 31.6228 0.113405
0.0630957 39.8107 0.129339
0.0630957 50.1187 0.176885
0.0630957 63.0957 0.141413
0.0630957 79.4328 0.135267
0.0794328 0.0001 0.0251637
0.0794328 0.000125893 0.0269033
0.0794328 0.000158489 0.0300083
0.0794328 0.000199526 0.0354644
0.0794328 0.000251189 0.0450732
0.0794328 0.000316228 0.0622194
0.0794328 0.000398107 0.0932555
0.0794328 0.000501187 0.150271
0.0794328 0.000630957 0.253114
0.0794328 0.000794328 0.222491
0.0794328 0.001 0.208058
0.0794328 0.00125893 0.188405
0.0794328 0.00158489 0.533405
0.0794328 0.00199526 0.182854
0.0794328 0.00251189 0.0482294
0.0794328 0.00316228 0.107016
0.0794328 0.00398107 0.569795
0.0794328 0.00501187 0.619203
0.0794328 0.00630957 0.489491
0.0794328 0.00794328 0.467809
0.0794328 0.01 0.24561
0.0794328 0.0125893 0.216481
0.0794328 0.0158489 0.146271
0.0794328 0.0199526 0.120644
0.0794328 0.0251189 0.0947577
0.0794328 0.0316228 0.127298
0.0794328 0.0398107 0.109193
0.0794328 0.0501187 0.0994664
0.0794328 0.0630957 0.126441
0.0794328 0.0794328 0.166137
0.0794328 0.1 0.0720078
0.0794328 0.125893 0.0883136
0.0794328 0.158489 0.231554
0.0794328 0.199526 0.0710129
0.0794328 0.251189 0.0721849
0.0794328 0.316228 0.130405
0.0794328 0.398107 0.0970939
0.0794328 0.501187 0.423838
0.0794328 0.630957 0.50771
0.0794328 0.794328 0.114259
0.0794328 1 0.113792
0.0794328 1.25893 0.20541
0.0794328 1.58489 0.110857
0.0794328 1.99526 0.099527
0.0794328 2.51189 0.241437
0.0794328 3.16228 0.121105
0.0794328 3.98107 0.0957247
0.0794328 5.01187 0.0790264
0.0794328 6.30957 0.139321
0.0794328 7.94328 0.299721
0.0794328 10 0.146356
0.0794328 12.5893 0.152936
0.0794328 15.8489 0.104149
0.0794328 19.9526 0.134088
0.0794328 25.1189 0.117474
0.0794328 31.6228 0.116328
0.0794328 39.8107 0.135191
0.0794328 50.1187 0.192394
0.0794328 63.0957 0.152593
0.0794328 79.4328 0.147667
0.1 0.0001 0.0323574
0.1 0.000125893 0.0347388
0.1 0.000158489 0.0390971
0.1 0.000199526 0.04686
0.1 0.000251189 0.0606103
0.1 0.000316228 0.0852141
0.1 0.000398107 0.130124
0.1 0.000501187 0.212823
0.1 0.000630957 0.271231
0.1 0.000794328 0.280848
0.1 0.001 0.258485
0.1 0.00125893 0.229439
0.1 0.00158489 0.838475
0.1 0.00199526 0.287085
0.1 0.00251189 0.08465
0.1 0.00316228 0.165144
0.1 0.00398107 0.665997
0.1 0.00501187 0.702388
0.1 0.00630957 0.541078
0.1 0.00794328 0.732002
0.1 0.01 0.798515
0.1 0.0125893 0.244276
0.1 0.0158489 0.163485
0.1 0.0199526 0.135587
0.1 0.0251189 0.106259
0.1 0.0316228 0.147035
0.1 0.0398107 0.127274
0.1 0.0501187 0.113597
0.1 0.0630957 0.145492
0.1 0.0794328 0.194396
0.1 0.1 0.526755
0.1 0.125893 0.60498
0.1 0.158489 0.260675
0.1 0.199526 0.430337
0.1 0.251189 0.0838095
0.1 0.316228 0.146898
0.1 0.398107 0.10922
0.1 0.501187 0.648642
0.1 0.630957 0.761044
0.1 0.794328 0.133329
0.1 1 0.128573
0.1 1.25893 0.234889
0.1 1.58489 0.12493
0.1 1.99526 0.112941
0.1 2.51189 0.272874
0.1 3.16228 0.139802
0.1 3.98107 0.10756
0.1 5.01187 0.0932331
0.1 6.30957 0.158292
0.1 7.94328 0.46293
0.1 10 0.169423
0.1 12.5893 0.171154
0.1 15.8489 0.123017
0.1 19.9526 0.152929
0.1 25.1189 0.131769
0.1 31.6228 0.128791
0.1 39.8107 0.150447
0.1 50.1187 0.21671
0.1 63.0957 0.173798
0.1 79.4328 0.169367
0.125893 0.0001 0.0411906
0.125893 0.000125893 0.0448731
0.125893 0.000158489 0.0515029
0.125893 0.000199526 0.0631179
0.125893 0.000251189 0.0833198
0.125893 0.000316228 0.118924
0.125893 0.000398107 0.184019
0.125893 0.000501187 0.303466
0.125893 0.000630957 0.372034
0.125893 0.000794328 0.379661
0.125893 0.001 0.350499
0.125893 0.00125893 0.312795
0.125893 0.00158489 1.31275
0.125893 0.00199526 0.449494
0.125893 0.00251189 0.150547
0.125893 0.00316228 0.25437
0.125893 0.00398107 0.695961
0.125893 0.00501187 0.810595
0.125893 0.00630957 0.626863
0.125893 0.00794328 1.13994
0.125893 0.01 0.565185
0.125893 0.0125893 0.310139
0.125893 0.0158489 0.219231
0.125893 0.0199526 0.188003
0.125893 0.0251189 0.447574
0.125893 0.0316228 0.610546
0.125893 0.0398107 0.183448
0.125893 0.0501187 0.517807
0.125893 0.0630957 0.201124
0.125893 0.0794328 0.26066
0.125893 0.1 0.781587
0.125893 0.125893 0.923075
0.125893 0.158489 0.56755
0.125893 0.199526 0.636999
0.125893 0.251189 0.134405
0.125893 0.316228 0.470497
0.125893 0.398107 0.159341
0.125893 0.501187 0.4518
0.125893 0.630957 0.429761
0.125893 0.794328 0.190866
0.125893 1 0.18071
0.125893 1.25893 0.299088
0.125893 1.58489 0.497812
0.125893 1.99526 0.513318
0.125893 2.51189 0.579043
0.125893 3.16228 0.46251
0.125893 3.98107 0.156091
0.125893 5.01187 0.743441
0.125893 6.30957 0.460534
0.125893 7.94328 0.711731
0.125893 10 0.64454
0.125893 12.5893 0.53006
0.125893 15.8489 0.592686
0.125893 19.9526 0.207208
0.125893 25.1189 0.183084
0.125893 31.6228 0.177558
0.125893 39.8107 0.202013
0.125893 50.1187 0.276076
0.125893 63.0957 0.23157
0.125893 79.4328 0.226202
0.158489 0.0001 0.0583656
0.158489 0.000125893 0.0649414
0.158489 0.000158489 0.0761804
0.158489 0.000199526 0.0950595
0.158489 0.000251189 0.126555
0.158489 0.000316228 0.179906
0.158489 0.000398107 0.275593
0.158489 0.000501187 0.462327
0.158489 0.000630957 0.567758
0.158489 0.000794328 0.578252
0.158489 0.001 0.544673
0.158489 0.00125893 0.499581
0.158489 0.00158489 2.04175
0.158489 0.00199526 0.70131
0.158489 0.00251189 0.27099
0.158489 0.00316228 0.392147
0.158489 0.00398107 0.81349
0.158489 0.00501187 1.00492
0.158489 0.00630957 0.80642
0.158489 0.00794328 0.75153
0.158489 0.01 0.54223
0.158489 0.0125893 0.473013
0.158489 0.0158489 0.372453
0.158489 0.0199526 0.479491
0.158489 0.0251189 0.358825
0.158489 0.0316228 0.550524
0.158489 0.0398107 0.547735
0.158489 0.0501187 0.459771
0.158489 0.0630957 0.488162
0.158489 0.0794328 0.424324
0.158489 0.1 0.399074
0.158489 0.125893 0.458008
0.158489 0.158489 0.569523
0.158489 0.199526 0.421043
0.158489 0.251189 0.507599
0.158489 0.316228 0.416915
0.158489 0.398107 0.482219
0.158489 0.501187 0.35302
0.158489 0.630957 0.386315
0.158489 0.794328 0.592704
0.158489 1 0.491518
0.158489 1.25893 0.530688
0.158489 1.58489 0.449591
0.158489 1.99526 0.446998
0.158489 2.51189 0.611347
0.158489 3.16228 0.40316
0.158489 3.98107 0.500596
0.158489 5.01187 0.494671
0.158489 6.30957 0.438082
0.158489 7.94328 0.308247
0.158489 10 0.586153
0.158489 12.5893 0.462359
0.158489 15.8489 0.41617
0.158489 19.9526 0.355477
0.158489 25.1189 0.330207
0.158489 31.6228 0.397677
0.158489 39.8107 0.349593
0.158489 50.1187 0.522483
0.158489 63.0957 0.385015
0.158489 79.4328 0.376724
0.199526 0.0001 0.1013
0.199526 0.000125893 0.113701
0.199526 0.000158489 0.133908
0.199526 0.000199526 0.166662
0.199526 0.000251189 0.219159
0.199526 0.000316228 0.302811
0.199526 0.000398107 0.443355
0.199526 0.000501187 0.707642
0.199526 0.000630957 0.968481
0.199526 0.000794328 0.989593
0.199526 0.001 0.954929
0.199526 0.00125893 0.903854
0.199526 0.00158489 0.942762
0.199526 0.00199526 1.08952
0.199526 0.00251189 0.255434
0.199526 0.00316228 0.473995
0.199526 0.00398107 0.90439
0.199526 0.00501187 1.40152
0.199526 0.00630957 1.19353
0.199526 0.00794328 0.673691
0.199526 0.01 0.555793
0.199526 0.0125893 0.845864
0.199526 0.0158489 0.735501
0.199526 0.0199526 0.452851
0.199526 0.0251189 0.337285
0.199526 0.0316228 0.525738
0.199526 0.0398107 0.524612
0.199526 0.0501187 0.440796
0.199526 0.0630957 0.465728
0.199526 0.0794328 0.798355
0.199526 0.1 0.358681
0.199526 0.125893 0.402611
0.199526 0.158489 0.590253
0.199526 0.199526 0.36693
0.199526 0.251189 0.449597
0.199526 0.316228 0.410839
0.199526 0.398107 0.438829
0.199526 0.501187 0.31626
0.199526 0.630957 0.381477
0.199526 0.794328 0.551424
0.199526 1 0.468108
0.199526 1.25893 0.572814
0.199526 1.58489 0.43768
0.199526 1.99526 0.423129
0.199526 2.51189 0.639938
0.199526 3.16228 0.396257
0.199526 3.98107 0.464189
0.199526 5.01187 0.438715
0.199526 6.30957 0.443824
0.199526 7.94328 0.260697
0.199526 10 0.562303
0.199526 12.5893 0.444291
0.199526 15.8489 0.383285
0.199526 19.9526 0.709727
0.199526 25.1189 0.486548
0.199526 31.6228 0.382865
0.199526 39.8107 0.706498
0.199526 50.1187 0.536626
0.199526 63.0957 0.559713
0.199526 79.4328 0.46832
0.251189 0.0001 0.204905
0.251189 0.000125893 0.226798
0.251189 0.000158489 0.261325
0.251189 0.000199526 0.316714
0.251189 0.000251189 0.406628
0.251189 0.000316228 0.547963
0.251189 0.000398107 0.75807
0.251189 0.000501187 1.11679
0.251189 0.000630957 1.76296
0.251189 0.000794328 1.80578
0.251189 0.001 1.77394
0.251189 0.00125893 1.71792
0.251189 0.00158489 0.834645
0.251189 0.00199526 0.434338
0.251189 0.00251189 0.270626
0.251189 0.00316228 0.954649
0.251189 0.00398107 0.974175
0.251189 0.00501187 2.19689
0.251189 0.00630957 1.98188
0.251189 0.00794328 0.63867
0.251189 0.01 0.576686
0.251189 0.0125893 1.6214
0.251189 0.0158489 0.516674
0.251189 0.0199526 0.446026
0.251189 0.0251189 0.338549
0.251189 0.0316228 0.516839
0.251189 0.0398107 0.51641
0.251189 0.0501187 0.437794
0.251189 0.0630957 0.460475
0.251189 0.0794328 1.57493
0.251189 0.1 0.345596
0.251189 0.125893 0.380865
0.251189 0.158489 0.613568
0.251189 0.199526 0.347747
0.251189 0.251189 0.423119
0.251189 0.316228 0.418406
0.251189 0.398107 0.422835
0.251189 0.501187 0.30613
0.251189 0.630957 0.391837
0.251189 0.794328 0.530459
0.251189 1 0.46067
0.251189 1.25893 0.609896
0.251189 1.58489 0.439792
0.251189 1.99526 0.417827
0.251189 2.51189 1.55582
0.251189 3.16228 0.406486
0.251189 3.98107 0.449524
0.251189 5.01187 0.41804
0.251189 6.30957 0.45854
0.251189 7.94328 0.247957
0.251189 10 0.552971
0.251189 12.5893 0.444386
0.251189 15.8489 0.379907
0.251189 19.9526 0.49453
0.251189 25.1189 0.472499
0.251189 31.6228 0.384807
0.251189 39.8107 0.516555
0.251189 50.1187 0.557242
0.251189 63.0957 0.560802
0.251189 79.4328 0.480069
0.316228 0.0001 0.438179
0.316228 0.000125893 0.470054
0.316228 0.000158489 0.517466
0.316228 0.000199526 0.590234
0.316228 0.000251189 0.706888
0.316228 0.000316228 0.904963
0.316228 0.000398107 1.25891
0.316228 0.000501187 1.6055
0.316228 0.000630957 1.66967
0.316228 0.000794328 3.32518
0.316228 0.001 3.30011
0.316228 0.00125893 3.23905
0.316228 0.00158489 0.756338
0.316228 0.00199526 2.59728
0.316228 0.00251189 1.65279
0.316228 0.00316228 1.53025
0.316228 0.00398107 1.0071
0.316228 0.00501187 3.69536
0.316228 0.00630957 1.05826
0.316228 0.00794328 0.612927
0.316228 0.01 0.577618
0.316228 0.0125893 3.09958
0.316228 0.0158489 0.499148
0.316228 0.0199526 0.430732
0.316228 0.0251189 0.330719
0.316228 0.0316228 0.498058
0.316228 0.0398107 0.496718
0.316228 0.0501187 0.423639
0.316228 0.0630957 0.445714
0.316228 0.0794328 0.632604
0.316228 0.1 3.13011
0.316228 0.125893 0.362319
0.316228 0.158489 0.618303
0.316228 0.199526 2.52369
0.316228 0.251189 0.395382
0.316228 0.316228 0.411869
0.316228 0.398107 0.403332
0.316228 0.501187 0.291888
0.316228 0.630957 0.389338
0.316228 0.794328 0.501962
0.316228 1 0.440822
0.316228 1.25893 1.95942
0.316228 1.58489 0.427257
0.316228 1.99526 0.403054
0.316228 2.51189 2.0432
0.316228 3.16228 3.02464
0.316228 3.98107 0.425908
0.316228 5.01187 0.396299
0.316228 6.30957 0.45602
0.316228 7.94328 0.236434
0.316228 10 0.534215
0.316228 12.5893 0.43449
0.316228 15.8489 0.371517
0.316228 19.9526 0.489013
0.316228 25.1189 0.450003
0.316228 31.6228 0.375006
0.316228 39.8107 0.503581
0.316228 50.1187 3.05147
0.316228 63.0957 0.545352
0.316228 79.4328 3.0068
0.398107 0.0001 0.947156
0.398107 0.000125893 0.978337
0.398107 0.000158489 1.01933
0.398107 0.000199526 1.07919
0.398107 0.000251189 1.17979
0.398107 0.000316228 1.3586
0.398107 0.000398107 1.58001
0.398107 0.000501187 1.67616
0.398107 0.000630957 1.6397
0.398107 0.000794328 1.50116
0.398107 0.001 5.95843
0.398107 0.00125893 5.88955
0.398107 0.00158489 0.686217
0.398107 0.00199526 0.393523
0.398107 0.00251189 0.307812
0.398107 0.00316228 2.52592
0.398107 0.00398107 0.989616
0.398107 0.00501187 1.24734
0.398107 0.00630957 1.02212
0.398107 0.00794328 0.577525
0.398107 0.01 0.539229
0.398107 0.0125893 0.60043
0.398107 0.0158489 0.45278
0.398107 0.0199526 0.38464
0.398107 0.0251189 0.289965
0.398107 0.0316228 0.449419
0.398107 0.0398107 0.444809
0.398107 0.0501187 0.375962
0.398107 0.0630957 0.401791
0.398107 0.0794328 0.583637
0.398107 0.1 0.285291
0.398107 0.125893 0.325728
0.398107 0.158489 0.587593
0.398107 0.199526 0.277413
0.398107 0.251189 0.34083
0.398107 0.316228 0.370382
0.398107 0.398107 0.356006
0.398107 0.501187 0.247043
0.398107 0.630957 4.14819
0.398107 0.794328 0.445364
0.398107 1 0.385285
0.398107 1.25893 2.49198
0.398107 1.58489 0.37665
0.398107 1.99526 0.35568
0.398107 2.51189 0.603646
0.398107 3.16228 0.370264
0.398107 3.98107 0.369944
0.398107 5.01187 0.348562
0.398107 6.30957 0.414314
0.398107 7.94328 0.202392
0.398107 10 0.489202
0.398107 12.5893 0.393594
0.398107 15.8489 0.336406
0.398107 19.9526 0.447301
0.398107 25.1189 0.398588
0.398107 31.6228 0.329005
0.398107 39.8107 0.448967
0.398107 50.1187 0.521927
0.398107 63.0957 0.49584
0.398107 79.4328 0.436251
0.501187 0.0001 2.07204
0.501187 0.000125893 2.07538
0.501187 0.000158489 2.07093
0.501187 0.000199526 2.06293
0.501187 0.000251189 2.06036
0.501187 0.000316228 2.06367
0.501187 0.000398107 2.04385
0.501187 0.000501187 1.96725
0.501187 0.000630957 1.8261
0.501187 0.000794328 1.6269
0.501187 0.001 1.38158
0.501187 0.00125893 10.208
0.501187 0.00158489 0.792962
0.501187 0.00199526 0.533156
0.501187 0.00251189 0.469955
0.501187 0.00316228 0.701596
0.501187 0.00398107 4.87355
0.501187 0.00501187 4.70114
0.501187 0.00630957 1.13626
0.501187 0.00794328 0.701391
0.501187 0.01 0.642487
0.501187 0.0125893 0.702939
0.501187 0.0158489 0.547979
0.501187 0.0199526 0.476119
0.501187 0.0251189 0.3818
0.501187 0.0316228 0.543825
0.501187 0.0398107 0.533504
0.501187 0.0501187 0.463552
0.501187 0.0630957 0.499734
0.501187 0.0794328 0.685285
0.501187 0.1 0.376883
0.501187 0.125893 0.435412
0.501187 0.158489 0.697073
0.501187 0.199526 0.359333
0.501187 0.251189 0.42472
0.501187 0.316228 0.465355
0.501187 0.398107 0.445211
0.501187 0.501187 0.331172
0.501187 0.630957 4.89246
0.501187 0.794328 0.533439
0.501187 1 0.464947
0.501187 1.25893 0.698418
0.501187 1.58489 0.459646
0.501187 1.99526 0.444437
0.501187 2.51189 0.704036
0.501187 3.16228 0.469983
0.501187 3.98107 0.451428
0.501187 5.01187 0.441638
0.501187 6.30957 0.505545
0.501187 7.94328 0.305732
0.501187 10 0.592489
0.501187 12.5893 0.490204
0.501187 15.8489 0.444325
0.501187 19.9526 0.541632
0.501187 25.1189 0.488624
0.501187 31.6228 0.412878
0.501187 39.8107 0.526525
0.501187 50.1187 0.618535
0.501187 63.0957 0.58899
0.501187 79.4328 0.533787
0.630957 0.0001 4.67726
0.630957 0.000125893 4.61681
0.630957 0.000158489 4.51748
0.630957 0.000199526 4.37395
0.630957 0.000251189 4.18682
0.630957 0.000316228 3.96438
0.630957 0.000398107 3.7205
0.630957 0.000501187 3.46515
0.630957 0.000630957 3.19741
0.630957 0.000794328 2.91179
0.630957 0.001 2.60836
0.630957 0.00125893 2.28987
0.630957 0.00158489 1.9673
0.630957 0.00199526 1.70838
0.630957 0.00251189 1.65158
0.630957 0.00316228 1.8849
0.630957 0.00398107 5.9438
0.630957 0.00501187 3.14852
0.630957 0.00630957 2.31798
0.630957 0.00794328 1.88096
0.630957 0.01 1.80909
0.630957 0.0125893 1.86119
0.630957 0.0158489 1.69007
0.630957 0.0199526 1.607
0.630957 0.0251189 1.50405
0.630957 0.0316228 1.68931
0.630957 0.0398107 1.67225
0.630957 0.0501187 1.58944
0.630957 0.0630957 1.64218
0.630957 0.0794328 1.84844
0.630957 0.1 1.5015
0.630957 0.125893 1.58301
0.630957 0.158489 1.85976
0.630957 0.199526 1.46899
0.630957 0.251189 1.54942
0.630957 0.316228 1.60134
0.630957 0.398107 1.5711
0.630957 0.501187 1.43655
0.630957 0.630957 1.55211
0.630957 0.794328 1.67214
0.630957 1 1.58799
0.630957 1.25893 1.85912
0.630957 1.58489 1.58698
0.630957 1.99526 1.57274
0.630957 2.51189 1.8647
0.630957 3.16228 1.60988
0.630957 3.98107 1.5769
0.630957 5.01187 1.57951
0.630957 6.30957 1.64135
0.630957 7.94328 1.43193
0.630957 10 1.74793
0.630957 12.5893 1.62628
0.630957 15.8489 1.59587
0.630957 19.9526 1.68107
0.630957 25.1189 1.62291
0.630957 31.6228 1.52806
0.630957 39.8107 1.65147
0.630957 50.1187 1.76425
0.630957 63.0957 1.73485
0.630957 79.4328 1.67959
0.794328 0.0001 11.1367
0.794328 0.000125893 11.04
0.794328 0.000158489 10.8693
0.794328 0.000199526 10.607
0.794328 0.000251189 10.2519
0.794328 0.000316228 9.82516
0.794328 0.000398107 9.36792
0.794328 0.000501187 8.92023
0.794328 0.000630957 8.49563
0.794328 0.000794328 8.085
0.794328 0.001 7.67905
0.794328 0.00125893 7.27401
0.794328 0.00158489 6.87997
0.794328 0.00199526 6.56841
0.794328 0.00251189 6.4931
0.794328 0.00316228 6.76699
0.794328 0.00398107 11.4216
0.794328 0.00501187 8.62166
0.794328 0.00630957 7.31272
0.794328 0.00794328 6.82206
0.794328 0.01 6.7644
0.794328 0.0125893 6.80814
0.794328 0.0158489 6.58986
0.794328 0.0199526 6.48342
0.794328 0.0251189 6.35349
0.794328 0.0316228 6.60103
0.794328 0.0398107 6.58204
0.794328 0.0501187 6.46133
0.794328 0.0630957 6.53504
0.794328 0.0794328 6.79212
0.794328 0.1 6.3595
0.794328 0.125893 6.46031
0.794328 0.158489 6.80294
0.794328 0.199526 6.30664
0.794328 0.251189 6.42537
0.794328 0.316228 6.4845
0.794328 0.398107 6.44495
0.794328 0.501187 6.25345
0.794328 0.630957 6.4195
0.794328 0.794328 6.57341
0.794328 1 6.47131
0.794328 1.25893 6.80786
0.794328 1.58489 6.47528
0.794328 1.99526 6.44625
0.794328 2.51189 6.80465
0.794328 3.16228 6.50134
0.794328 3.98107 6.46268
0.794328 5.01187 6.47385
0.794328 6.30957 6.54686
0.794328 7.94328 6.25779
0.794328 10 6.66228
0.794328 12.5893 6.51096
0.794328 15.8489 6.48713
0.794328 19.9526 6.58691
0.794328 25.1189 6.50874
0.794328 31.6228 6.38369
0.794328 39.8107 6.55031
0.794328 50.1187 6.69185
0.794328 63.0957 6.65103
0.794328 79.4328 6.5913
